event_id,event_name,event_type,rarity,trigger_scene,unlock_sect_level,unlock_realm,event_content,opt1_desc,opt1_reward,opt1_punish,opt2_desc,opt2_reward,opt2_punish,opt3_desc,opt3_reward,opt3_punish,trigger_weight,cooldown_hour,is_counted_in_balance,base_value,level_factor,min_value,max_value,display_level,weight_decay,trigger_type,触发周期
RC014,宗门义诊,宗门氛围,优秀,宗门内,1,练气,弟子为山民施针疗伤。,褒奖仁心,宗门声望小幅+,无,静观其行,无,无,,,,6,2160,false,,,,,,,monthly,日常
RC015,弟子抚琴,宗门氛围,普通,宗门内,1,练气,月下弟子抚琴遣兴。,驻足听琴,弟子好感+2,无,令其早歇,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC016,御兽驯练,宗门氛围,普通,宗门内,1,练气,御兽弟子驯导新入灵兽。,嘉许耐心,弟子好感+2,无,远处观望,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC017,灵膳飘香,宗门氛围,普通,宗门内,1,练气,膳房灵膳飘香引人食指动。,共尝灵膳,弟子好感+3,无,各领份例,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC018,巡山归来,宗门氛围,普通,宗门内,1,练气,巡山弟子带回山间见闻。,听其禀报,弟子好感+2,无,批阅公文,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC019,洗髓闲谈,宗门氛围,普通,宗门内,1,练气,弟子围论洗髓池机缘。,点拨一二,弟子好感+2,无,令自参悟,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC020,宗门灯会,宗门氛围,普通,宗门内,1,练气,入夜山门高悬明灯。,与弟子赏灯,弟子好感+3,无,照常理事,无,无,,,,8,2160,false,,,,,,,monthly,日常
Y001,岁末祭祖,岁末专属,普通,岁末考评,1,练气,年末率众祭告开宗祖师。,亲主祭礼,宗门声望+,无,遣徒代祭,无,无,,,,4,2160,false,,,,,,,yearly,年度
Y002,年终论功,岁末专属,普通,岁末考评,1,练气,岁末评点一年功过。,公开嘉许,弟子好感+3,无,密匣存档,无,无,,,,4,2160,false,,,,,,,yearly,年度
Y003,年关守岁,岁末专属,普通,岁末考评,1,练气,除夕弟子相伴守岁。,同守岁夜,弟子好感+3,无,各归静修,无,无,,,,4,2160,false,,,,,,,yearly,年度
Y004,瑞雪丰年宴,岁末专属,优秀,岁末考评,1,练气,年终设宴庆一年丰稔。,与众同宴,弟子好感+3,无,赐食分尝,无,无,,,,4,2160,false,,,,,,,yearly,年度
Y005,年终盘点,岁末专属,普通,岁末考评,1,练气,岁末清点库府一年积存。,亲察库府,宗门声望+,无,委执事办,无,无,,,,4,2160,false,,,,,,,yearly,年度
Y006,弟子归乡,岁末专属,普通,岁末考评,1,练气,岁末准弟子短假省亲。,厚予盘缠,弟子好感+2,无,限于山门,无,无,,,,4,2160,false,,,,,,,yearly,年度
Y007,年货采办,岁末专属,普通,岁末考评,1,练气,委派下山采办年货。,精备年货,弟子好感+2,无,从简办理,无,无,,,,4,2160,false,,,,,,,yearly,年度
Y008,岁寒三友会,岁末专属,优秀,岁末考评,1,练气,岁末文人雅集唱和。,临帖唱和,宗门声望+,无,不预雅集,无,无,,,,4,2160,false,,,,,,,yearly,年度
Y009,年终述职,岁末专属,普通,岁末考评,1,练气,各堂主岁末述职考绩。,听述考绩,弟子好感+2,无,览表而已,无,无,,,,4,2160,false,,,,,,,yearly,年度
Y010,元旦祈福,岁末专属,普通,岁末考评,1,练气,元旦率众祈愿宗门。,登台祈福,宗门声望+,无,静室独祷,无,无,,,,4,2160,false,,,,,,,yearly,年度
Q001,七载宗门大比,七载专属,优秀,七载大考,1,练气,七载大典启宗门大比，群弟子踊跃。,亲临观礼,宗门声望+,无,委长老主持,无,无,,,,2,2160,false,,,,,,,sevenyear,七载
Q002,太玄论道大会,七载专属,传说,七载大考,1,练气,七载大典开论道大会，群修来贺。,登坛主讲,宗门声望+,无,静听诸家,无,无,,,,1,2160,false,,,,,,,sevenyear,七载
Q003,七载盛典巡礼,七载专属,优秀,七载大考,1,练气,大典之日宗门盛装巡礼。,率众巡礼,弟子好感+3,无,静坐受贺,无,无,,,,2,2160,false,,,,,,,sevenyear,七载
Q004,名门来贺,七载专属,优秀,七载大考,1,练气,周边名门遣使贺七载大典。,盛礼相待,宗门声望+,无,礼数周至,无,无,,,,2,2160,false,,,,,,,sevenyear,七载
Q005,镇派大典,七载专属,稀有,七载大考,1,练气,七载大典行镇派仪轨。,主镇派礼,宗门声望+,无,遣长老代行,无,无,,,,1,2160,false,,,,,,,sevenyear,七载
